1429215089386,0.1316873863,4.394211249999998,0.45101562024624847,4.262523863699998,1.0,2.9824229364463296E-12,0.1111,0.0,0.5
1429215089406,0.1118034267,4.391019425000003,0.4737614111700447,4.279215998300003,1.0,8.346067300002869E-4,0.1111,0.0,0.5
1429215089429,0.09202056205,4.387841899999998,0.47730236430641937,4.295821337949998,1.0,7.21971289130198E-4,0.1111,0.0,0.5
1429215089441,0.0723394333,4.3846787875,0.47958046111957214,4.312339354200001,1.0,0.0013765013541668925,0.1111,0.0,0.5
1429215089454,0.05276032019,4.3815302,0.481392298207155,4.32876987981,1.0,0.0012638865853845916,0.1111,0.0,0.5
1429215089472,0.2244805985,4.377198874999998,0.45856760243975725,4.152718276499998,1.0,-0.009780644628333453,0.1111,0.0,0.5
1429215089489,0.6067197856,4.371292275000002,0.4111699537808626,3.7645724894000017,1.0,-0.022832105123529206,0.1111,0.0,0.5
1429215089504,1.155715101,4.363824000000001,0.34402328308493235,3.208108899000001,1.0,-0.037097572693333386,0.1111,0.0,0.5
1429215089524,1.836889272,4.354841987500002,0.26933287902008507,2.517952715500002,1.0,-0.03450780917499994,0.1111,0.0,0.5
1429215089539,2.623009359,4.344433250000002,0.17348011170278638,1.7214238910000015,1.0,-0.053101921633333375,0.1111,0.0,0.5
1429215089551,3.16277811,4.296014712500003,0.10744419928289078,1.1332366025000034,1.0,-0.049015607374999846,0.1111,0.0,0.5
1429215089569,3.4006288,4.202729287499999,0.08222538347602167,0.8021004874999988,1.0,-0.018396450833333584,0.1111,0.0,0.5
1429215089586,3.417292548,4.072958137500002,0.06968622517079491,0.6556655895000025,1.0,-0.008613817529411549,0.1111,0.0,0.5
1429215089604,3.205198023,3.8296311750000034,0.0686059200471977,0.6244331520000035,1.0,-0.0017351354166666136,0.1111,0.0,0.5
1429215089631,2.955154625,3.6451456624999996,0.07709442445522222,0.6899910374999996,1.0,0.002428069833333188,0.1111,0.0,0.5
1429215089650,2.536632925,3.445797112500003,0.1042849835565449,0.9091641875000027,1.0,0.011535428947368587,0.1111,0.0,0.5
1429215089667,1.794265502,3.1365178625,0.157030238520074,1.3422523604999999,1.0,0.025475774882352774,0.1111,0.0,0.5
1429215089690,1.322539737,2.9327899374999973,0.18240070054102103,1.6102502004999972,1.0,0.011652079999999886,0.1111,0.0,0.5
1429215089718,0.6058664397,2.5504432625000035,0.21868836379971596,1.9445768228000035,1.0,0.01194023651071451,0.1111,0.0,0.5
1429215089743,0.377596087,2.296985337499997,0.2132395491763792,1.919389250499997,1.0,-0.0010075028920002627,0.1111,0.0,0.5
1429215089770,0.5810229271,2.0812258125000014,0.1634691919118898,1.5002028854000014,1.0,-0.015525420929629467,0.1111,0.0,0.5
1429215089798,1.199263418,1.9027296750000036,0.07228120819436724,0.7034662570000036,1.0,-0.028454879585714205,0.1111,0.0,0.5
1429215089824,2.119814961,1.7557789875000012,-0.0497905396730311,-0.3640359734999987,-1.0,-0.041057778096153935,0.1111,0.0,0.5
1429215089850,3.503341524,1.5927361625000032,-0.2258788779858516,-1.910605361499997,-1.0,-0.05948343799999993,0.1111,0.0,0.5
1429215089886,4.483418686,1.484057162500001,-0.33807281854839816,-2.9993615234999993,-1.0,-0.030243226722222287,0.1111,0.0,0.5
1429215089915,5.382087967,1.3811557750000034,-0.4513911619852407,-4.000932191999997,-1.0,-0.03453691960344819,0.1111,0.0,0.5
1429215089933,6.018097274,1.2746856875000034,-0.5395421235134693,-4.743411586499996,-1.0,-0.04124885524999996,0.1111,0.0,0.5
1429215089957,6.129929569,1.153919375000001,-0.5561583572926776,-4.976010193999999,-1.0,-0.009691608645833441,0.1111,0.0,0.5
1429215089986,5.607098805,0.9724127125000024,-0.512983855407286,-4.634686092499997,-1.0,0.011769796603448327,0.1111,0.0,0.5
1429215090011,4.694397751,0.8207761749999988,-0.4233493065693675,-3.8736215760000015,-1.0,0.030442580659999833,0.1111,0.0,0.5
1429215090040,3.504460262,0.6627032999999969,-0.30845377649799377,-2.841756962000003,-1.0,0.03558153841379305,0.1111,0.0,0.5
1429215090068,1.774847799,0.4552985750000005,-0.135283423675937,-1.3195492239999995,-1.0,0.054364562071428695,0.1111,0.0,0.5
