1429215089423,45.99805889,15.44683541,242.25001526,0.0,351.756226,6.38344717,1.0
1429215090462,45.99825379,15.44688181,264.44711304,0.0,17.005432,7.88028622,1.0
1429215091428,45.9984434,15.44694231,270.33523560,0.0,12.525877,9.19407272,1.0
1429215092436,45.99865163,15.44699152,269.93569946,0.0,6.298011,10.55494595,1.0
1429215093443,45.99881225,15.44702941,282.28320312,0.0,7.651566,11.27669334,1.0
1429215094517,45.99897533,15.44705011,285.43817139,0.0,3.950676,11.91866112,1.0
1429215095423,45.99915658,15.44704218,283.42083740,0.0,351.362579,12.71989727,1.0
1429215096423,45.9993221,15.44699486,289.37210083,0.0,343.481018,13.28403950,1.0
1429215097424,45.99946918,15.44689026,287.65612793,0.0,319.287048,13.77375793,1.0
1429215098425,45.99956101,15.44672916,292.36538696,0.0,299.158081,14.01371193,1.0
1429215099417,45.99962685,15.4465513,290.22296143,0.0,308.160553,14.17893410,1.0
1429215100412,45.99976757,15.4464134,294.11840820,0.0,340.914673,14.64431572,1.0
1429215101418,45.99993673,15.44636272,297.12512207,0.0,354.539673,15.07262325,1.0
1429215102423,46.00013342,15.44637794,298.43173218,0.0,11.620917,15.73206043,1.0
1429215103424,46.00032859,15.44647263,301.10034180,0.0,24.917049,16.43261909,1.0
1429215104528,46.00051891,15.44664033,302.71234131,0.0,38.018898,17.22340584,1.0
1429215105424,46.00068039,15.44686435,304.53576660,0.0,49.668991,17.99121857,1.0
1429215106417,46.00081503,15.4471477,305.79598999,0.0,61.551853,18.78057671,1.0
1429215107423,46.00090566,15.44745816,307.23089600,0.0,72.870087,19.49067688,1.0
1429215108411,46.00095179,15.44778852,308.48995972,0.0,84.461411,20.11995316,1.0
1429215109415,46.00095041,15.44811777,309.61877441,0.0,96.411301,20.63254738,1.0
1429215110414,46.00092932,15.44843869,310.89352417,0.0,88.911774,21.06241798,1.0
1429215111414,46.0009615,15.448777,310.00753784,0.0,75.632072,21.57827187,1.0
1429215112413,46.00105424,15.44911387,310.64566040,0.0,61.645878,22.16331291,1.0
1429215113432,46.00119121,15.44940872,311.05117798,0.0,51.463547,22.68521500,1.0
1429215114423,46.00135785,15.4496847,311.64569092,0.0,47.305058,23.19867325,1.0
1429215115436,46.00153174,15.44994564,312.71707153,0.0,45.440617,23.68781281,1.0
1429215116420,46.00171721,15.4502095,313.76028442,0.0,44.024719,24.17556000,1.0
1429215117423,46.00190882,15.45046977,314.83956909,0.0,42.671986,24.64466095,1.0
1429215118428,46.00210452,15.45072243,315.87548828,0.0,41.105957,25.08231163,1.0
1429215119435,46.0023061,15.45096699,316.85897827,0.0,39.045673,25.48602486,1.0
1429215120425,46.00251419,15.45119898,317.75250244,0.0,36.263969,25.84662628,1.0
1429215121431,46.00273008,15.45141021,318.48059082,0.0,31.788731,26.15000153,1.0
1429215122423,46.00295392,15.45157666,319.00463867,0.0,21.895609,26.35115433,1.0
1429215123424,46.00318389,15.45167106,319.20895386,0.0,8.387795,26.39936447,1.0
1429215124412,46.00340837,15.45167431,319.31826782,0.0,352.674042,26.24634743,1.0
1429215125422,46.00360288,15.45160081,319.47113037,0.0,338.174500,25.90040588,1.0
1429215126416,46.00377615,15.45147759,319.68939209,0.0,330.809204,25.44057465,1.0
1429215127430,46.00393471,15.45134013,320.26473999,0.0,327.415466,25.01819420,1.0
1429215128414,46.00409421,15.45118745,320.87216187,0.0,325.266052,24.62511063,1.0
1429215129441,46.00424808,15.45102956,321.52990723,0.0,323.566772,24.28137970,1.0
1429215130434,46.00439749,15.45086631,322.07800293,0.0,321.834442,23.97500038,1.0
1429215131418,46.00454435,15.45069582,322.63479614,0.0,320.283966,23.69022369,1.0
1429215132421,46.00468732,15.45051956,323.01571655,0.0,318.467194,23.42800140,1.0
1429215133421,46.00482676,15.45033638,323.40313721,0.0,316.605011,23.17810440,1.0
1429215134429,46.00495873,15.45015117,323.70098877,0.0,314.624084,22.94152451,1.0
1429215135416,46.0050858,15.44995942,323.95135498,0.0,312.458435,22.70696640,1.0
1429215136415,46.00520505,15.44976444,324.17681885,0.0,310.041931,22.47431374,1.0
1429215137412,46.00531851,15.44956195,324.18356323,0.0,307.469025,22.23094749,1.0
1429215138419,46.00542378,15.44935425,323.92880249,0.0,304.431183,21.98891640,1.0
1429215139436,46.00551775,15.44914585,324.59963989,0.0,301.235504,21.74094391,1.0
1429215140544,46.00560034,15.44893528,323.61114502,0.0,295.363708,21.43527412,1.0
